Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,text.stopped,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
400,0.02,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,0,0,0,0,0,0,14,10.248835999984294,None,11.27418326997431,None,21.373951950052287,None,23.399066900019534,None,3.0052083333333335,8.888742699986324,23.399066900019534,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Popetas.jpg,0.07650200324054446,None,0,0,0,0,0,1,1,16,,,,,30.340074260067194,None,32.34009080007672,None,2.9856770833333335,5.076927699963562,32.34009080007672,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Mango.jpeg,0.555669112372461,None,0,0,0,0,0,2,2,10,,,,,35.45653397999703,None,37.45630570000503,None,2.9986979166666665,5.626166000030935,37.45630570000503,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Manzana.jpg,0.5168162194437935,None,0,0,0,0,0,3,3,11,,,,,41.123028580006206,None,43.122668600059114,None,2.9921875,4.758366200025193,43.122668600059114,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Galletas-festival.jpg,0.36121121246191135,None,0,0,0,0,0,4,4,7,,,,,45.93934506996302,None,47.939073299989104,None,4.352864583333333,3.341060300008394,47.939073299989104,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Nutella (1).jpg,0.5277483225747329,None,0,0,0,0,0,5,5,12,,,,,49.3226434800541,None,51.30614670005161,None,2.9986979166666665,4.9813554000575095,51.30614670005161,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Papas-pollo.jpg,0.6683114062971784,None,0,0,0,0,0,6,6,15,,,,,54.33945638001896,None,56.321885799989104,None,3.981770833333333,4.0519288999494165,56.321885799989104,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Kiwi.jpg,0.5893907384852061,None,0,0,0,0,0,7,7,8,,,,,58.40491059004562,None,60.40577750001103,None,2.9986979166666665,4.939548599999398,60.40577750001103,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,0,0,0,0,8,8,18,,,,,63.388356980076054,None,65.37170979997609,None,2.9986979166666665,3.0655748000135645,65.37170979997609,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,0,0,0,0,9,9,6,,,,,66.50489196999696,None,68.48822569998447,None,2.9986979166666665,5.177525800070725,68.48822569998447,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,0,0,0,0,10,10,4,,,,,71.73794057002523,None,73.7217894999776,None,2.9986979166666665,3.6504041999578476,73.7217894999776,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Banano.jpeg,0.651633055306917,None,0,0,0,0,0,11,11,1,,,,,75.42122568006161,None,77.42115670000203,None,2.9986979166666665,3.143920100061223,77.42115670000203,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Brownie.jpg,0.17000143351927688,None,0,0,0,0,0,12,12,3,,,,,78.62113437001825,None,80.60440399998333,None,2.9986979166666665,3.2283629999728873,80.60440399998333,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Alpinito.jpg,0.4515332417045813,None,0,0,0,0,0,13,13,0,,,,,81.90431277003371,None,83.90423590003047,None,2.9986979166666665,3.675419499981217,83.90423590003047,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,0,0,0,0,14,14,2,,,,,85.6374518700526,None,87.6206498000538,None,2.9986979166666665,3.844857499934733,87.6206498000538,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,0,0,0,0,15,15,13,,,,,89.52047067999374,None,91.50358330004383,None,2.9986979166666665,3.6487777999136597,91.50358330004383,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Uvas.jpg,0.7734382152670648,None,0,0,0,0,0,16,16,19,,,,,93.20348797996994,None,95.18684159999248,None,2.9986979166666665,4.127425999962725,95.18684159999248,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,0,0,0,0,17,17,17,,,,,97.3700309799984,None,99.37005190004129,None,2.9986979166666665,3.2757867999607697,99.37005190004129,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,0,0,0,0,18,18,9,,,,,100.75362704002764,None,102.75385680003092,None,2.9986979166666665,6.276524699991569,102.75385680003092,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,imagenes\Croissant.jpg,0.6152458173421255,None,0,0,0,0,0,19,19,5,,,,,107.06982478001154,None,109.06966560008004,None,2.9986979166666665,2.907357700052671,109.06966560008004,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
400,0.02,,,,0,0,0,0,,,,,,,,,,,,,,,,,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Nutella (1).jpg,0.5277483225747329,None,0,1,1,2,0,0,0,12,,,,,110.00312779006781,None,112.00272089999635,None,2.9986979166666665,7.021294999984093,112.00272089999635,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,1,1,2,0,1,1,9,,,,,117.13920964004937,None,119.12132130004466,None,2.9986979166666665,2.8332197999116033,119.12132130004466,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Alpinito.jpg,0.4515332417045813,None,0,1,1,2,0,2,2,0,,,,,120.03805145998486,None,122.0213325000368,None,2.9986979166666665,3.0947939000325277,122.0213325000368,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Uvas.jpg,0.7734382152670648,None,0,1,1,2,0,3,3,19,,,,,123.15484659002395,None,125.15406690002419,None,2.9986979166666665,2.758021399960853,125.15406690002419,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Kiwi.jpg,0.5893907384852061,None,0,1,1,2,0,4,4,8,,,,,125.93875769003061,None,127.91762019996531,None,2.9986979166666665,2.5091754000168294,127.91762019996531,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Popetas.jpg,0.07650200324054446,None,0,1,1,2,0,5,5,16,,,,,128.48524908002003,None,130.48629769997206,None,2.9986979166666665,2.5064030999783427,130.48629769997206,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Banano.jpeg,0.651633055306917,None,0,1,1,2,0,6,6,1,,,,,131.01850719006035,None,133.01833510003053,None,2.9986979166666665,2.5084498999640346,133.01833510003053,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Manzana.jpg,0.5168162194437935,None,0,1,1,2,0,7,7,11,,,,,133.58518756999402,None,135.56845780008007,None,2.9986979166666665,2.6823086999356747,135.56845780008007,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Galletas-festival.jpg,0.36121121246191135,None,0,1,1,2,0,8,8,7,,,,,136.30159647997937,None,138.28556760004722,None,2.9986979166666665,2.9986054999753833,138.28556760004722,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,1,1,2,0,9,9,2,,,,,139.3349358800566,None,141.33754259999841,None,2.9986979166666665,2.893803699989803,141.33754259999841,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Mango.jpeg,0.555669112372461,None,0,1,1,2,0,10,10,10,,,,,142.28821666996228,None,144.27140369999688,None,2.9986979166666665,2.4332316999789327,144.27140369999688,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,1,1,2,0,11,11,17,,,,,144.75477828006262,None,146.73429190006573,None,2.9986979166666665,2.8120940999360755,146.73429190006573,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Croissant.jpg,0.6152458173421255,None,0,1,1,2,0,12,12,5,,,,,147.60085697998295,None,149.5847968000453,None,2.9986979166666665,4.313343200017698,149.5847968000453,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Papas-pollo.jpg,0.6683114062971784,None,0,1,1,2,0,13,13,15,,,,,151.93634868996452,None,153.93668559996877,None,2.9986979166666665,3.8419367999304086,153.93668559996877,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,1,1,2,0,14,14,14,,,,,155.802655290009,None,157.80102650006302,None,2.9986979166666665,2.6913439999334514,157.80102650006302,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,1,1,2,0,15,15,6,,,,,158.53378888000736,None,160.517316600075,None,2.9986979166666665,3.028625899925828,160.517316600075,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,1,1,2,0,16,16,18,,,,,161.58371658996913,None,163.5834162000101,None,2.9986979166666665,2.4543801000108942,163.5834162000101,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Brownie.jpg,0.17000143351927688,None,0,1,1,2,0,17,17,3,,,,,164.10037427003263,None,166.08362980000675,None,2.9986979166666665,2.5183873999631032,166.08362980000675,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,1,1,2,0,18,18,4,,,,,166.66689277001424,None,168.6669473000802,None,2.9986979166666665,2.7096474000718445,168.6669473000802,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,1,1,2,0,19,19,13,,,,,169.40007859003964,None,171.40008400008082,None,2.9986979166666665,2.8933858000673354,171.40008400008082,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.02,,,,0,1,1,2,,,,,,,,,,,,,,,,,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Nutella (1).jpg,0.5277483225747329,None,0,2,2,3,0,0,0,12,,,,,172.3332409800729,None,174.316478200024,None,2.9986979166666665,4.650271799997427,174.316478200024,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Mango.jpeg,0.555669112372461,None,0,2,2,3,0,1,1,10,,,,,177.00242529007375,None,179.0014938999666,None,2.9986979166666665,2.888195800012909,179.0014938999666,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,2,2,3,0,2,2,17,,,,,179.95213227000787,None,181.93298310006503,None,2.9986979166666665,2.86507000005804,181.93298310006503,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Papas-pollo.jpg,0.6683114062971784,None,0,2,2,3,0,3,3,15,,,,,182.83272039006698,None,184.8160618999973,None,2.9986979166666665,2.9455022000474855,184.8160618999973,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,2,2,3,0,4,4,14,,,,,185.7992038900382,None,187.79913569998462,None,2.9986979166666665,2.7419452000176534,187.79913569998462,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Manzana.jpg,0.5168162194437935,None,0,2,2,3,0,5,5,11,,,,,188.582816379983,None,190.56569640000816,None,2.9986979166666665,2.677565100020729,190.56569640000816,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Popetas.jpg,0.07650200324054446,None,0,2,2,3,0,6,6,16,,,,,191.31575536999154,None,193.29916399996728,None,2.9986979166666665,2.8128692000173032,193.29916399996728,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Croissant.jpg,0.6152458173421255,None,0,2,2,3,0,7,7,5,,,,,194.16586407998113,None,196.16539350000676,None,2.9986979166666665,2.604539699968882,196.16539350000676,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,2,2,3,0,8,8,13,,,,,196.79866929004203,None,198.78211240004748,None,2.9986979166666665,2.4937964000273496,198.78211240004748,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Galletas-festival.jpg,0.36121121246191135,None,0,2,2,3,0,9,9,7,,,,,199.315172489977,None,201.315212000045,None,2.9986979166666665,3.871663900092244,201.315212000045,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Brownie.jpg,0.17000143351927688,None,0,2,2,3,0,10,10,3,,,,,203.23191368000118,None,205.21642189996783,None,2.9986979166666665,5.361957299988717,205.21642189996783,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,2,2,3,0,11,11,4,,,,,208.63158028004693,None,210.63181679998524,None,2.9986979166666665,2.789282700046897,210.63181679998524,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Banano.jpeg,0.651633055306917,None,0,2,2,3,0,12,12,1,,,,,211.44873388997513,None,213.44797440001275,None,2.9986979166666665,3.207478699972853,213.44797440001275,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,2,2,3,0,13,13,2,,,,,214.69849728003612,None,216.6811286000302,None,2.9986979166666665,2.5818480999441817,216.6811286000302,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,2,2,3,0,14,14,9,,,,,217.36467025004094,None,219.3656760000158,None,2.9986979166666665,2.8754537999629974,219.3656760000158,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Alpinito.jpg,0.4515332417045813,None,0,2,2,3,0,15,15,0,,,,,220.29813007001067,None,222.2812323999824,None,2.9986979166666665,4.834906000061892,222.2812323999824,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Uvas.jpg,0.7734382152670648,None,0,2,2,3,0,16,16,19,,,,,225.14761749004248,None,227.1473126000492,None,2.9986979166666665,3.7570079000433907,227.1473126000492,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,2,2,3,0,17,17,18,,,,,228.93029518997065,None,230.9303685000632,None,2.9986979166666665,2.941072699963115,230.9303685000632,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Kiwi.jpg,0.5893907384852061,None,0,2,2,3,0,18,18,8,,,,,231.89720729006223,None,233.88026260002516,None,2.9986979166666665,2.929281600052491,233.88026260002516,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,2,2,3,0,19,19,6,,,,,234.86270128006583,None,236.8479679999873,None,2.9986979166666665,2.6956128000747412,236.8479679999873,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1000,0.0,,,,0,2,2,3,,,,,,,,,,,,,,,,,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,3,3,1,0,0,0,17,,,,,237.59681028001944,None,239.59816380008124,None,2.9986979166666665,3.172667399980128,239.59816380008124,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,3,3,1,0,1,1,9,,,,,240.86296214995673,None,242.84999840008095,None,2.9986979166666665,3.1622957999352366,242.84999840008095,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Galletas-festival.jpg,0.36121121246191135,None,0,3,3,1,0,2,2,7,,,,,244.0635704800021,None,246.02954560006037,None,2.9986979166666665,2.6686326999915764,246.02954560006037,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,3,3,1,0,3,3,14,,,,,246.7630391799845,None,248.74636940006167,None,2.9986979166666665,2.5675563999684528,248.74636940006167,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Brownie.jpg,0.17000143351927688,None,0,3,3,1,0,4,4,3,,,,,249.36282278005967,None,251.34641760005616,None,2.9986979166666665,2.494902499951422,251.34641760005616,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Papas-pollo.jpg,0.6683114062971784,None,0,3,3,1,0,5,5,15,,,,,251.87950568996604,None,253.87929650000297,None,2.9986979166666665,3.3447616000194103,253.87929650000297,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Mango.jpeg,0.555669112372461,None,0,3,3,1,0,6,6,10,,,,,255.24842348998646,None,257.24876210000366,None,2.9986979166666665,2.671866200049408,257.24876210000366,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Nutella (1).jpg,0.5277483225747329,None,0,3,3,1,0,7,7,12,,,,,257.94853708999,None,259.93166670005303,None,2.9986979166666665,2.77587249991484,259.93166670005303,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Alpinito.jpg,0.4515332417045813,None,0,3,3,1,0,8,8,0,,,,,260.7985240599839,None,262.8930375999771,None,2.9986979166666665,2.820729700033553,262.8930375999771,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Kiwi.jpg,0.5893907384852061,None,0,3,3,1,0,9,9,8,,,,,263.645801890071,None,265.6288079000078,None,2.9986979166666665,3.064300199970603,265.6288079000078,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Uvas.jpg,0.7734382152670648,None,0,3,3,1,0,10,10,19,,,,,266.7287335900008,None,268.7288379999809,None,2.9986979166666665,4.075723999994807,268.7288379999809,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,3,3,1,0,11,11,13,,,,,270.82861398999813,None,272.82861149997916,None,2.9986979166666665,3.4068889000918716,272.82861149997916,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,3,3,1,0,12,12,4,,,,,274.295310169959,None,276.2785568999825,None,2.9986979166666665,3.5180515999672934,276.2785568999825,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,3,3,1,0,13,13,6,,,,,277.8615237700637,None,279.8449247999815,None,3.0052083333333335,3.432171499938704,279.8449247999815,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Banano.jpeg,0.651633055306917,None,0,3,3,1,0,14,14,1,,,,,281.31124248997077,None,283.3112240000628,None,2.9986979166666665,3.889357000007294,283.3112240000628,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,3,3,1,0,15,15,2,,,,,285.2438605800504,None,287.2444469999755,None,2.9986979166666665,3.272171500022523,287.2444469999755,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Manzana.jpg,0.5168162194437935,None,0,3,3,1,0,16,16,11,,,,,288.56124257997146,None,290.5614084000699,None,2.9986979166666665,4.143568599945866,290.5614084000699,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Croissant.jpg,0.6152458173421255,None,0,3,3,1,0,17,17,5,,,,,292.744248179975,None,294.7275301000336,None,2.9986979166666665,3.0832206000341102,294.7275301000336,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,3,3,1,0,18,18,18,,,,,295.84399418999675,None,297.8440786000574,None,2.9791666666666665,4.974818799993955,297.8440786000574,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,imagenes\Popetas.jpg,0.07650200324054446,None,0,3,3,1,0,19,19,16,,,,,300.87738426999425,None,302.860701699974,None,3.0052083333333335,2.7290711000096053,302.860701699974,None,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
1500,0.02,,,,0,3,3,1,,,,,,,,,,,,,,,,,hola1,001,2020_Sep_22_1421,piloto1,2020.2.3,60.27208021936762,
