Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mensaje_intro.started,mensaje_intro.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,textbox_prueba.started,textbox_prueba.stopped,sonido_prueba.started,sonido_prueba.stopped,image_prueba.started,image_prueba.stopped,slider_prueba.response,slider_prueba.rt,slider_prueba.started,slider_prueba.stopped,sonido_prueba_2.started,sonido_prueba_2.stopped,image_prueba_2.started,image_prueba_2.stopped,slider_prueba_2.response,slider_prueba_2.rt,slider_prueba_2.started,slider_prueba_2.stopped,sonido_exp.started,sonido_exp.stopped,image_exp.started,image_exp.stopped,slider_exp.response,slider_exp.rt,slider_exp.started,slider_exp.stopped,text_subasta1.started,text_subasta1.stopped,text_subasta2.started,text_subasta2.stopped,text.started,text.stopped,text_4.started,text_4.stopped,text_producto.started,text_producto.stopped,image.started,image.stopped,texto_final.started,texto_final.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,1,1,1,0,34,34,18,,,,,,,,,,,,,,,,,,,,,,,106.41694934000262,None,107.40005930000916,None,5.986979166666666,1.1863800999999512,107.40005930000916,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1500,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,1,1,1,0,35,35,33,,,,,,,,,,,,,,,,,,,,,,,107.6336122400011,108.63338260000455,108.63338260000455,None,5.986979166666666,1.0259041000099387,108.63338260000455,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1500,0.02,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Mango.jpeg,0.4341155418941499,None,0,2,2,3,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,108.71649100999058,None,109.68461870000465,None,5.986979166666666,1.0862162999983411,109.68461870000465,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Rollos de canela.png,0.2610974409574519,None,0,2,2,3,0,1,1,34,,,,,,,,,,,,,,,,,,,,,,,109.83361403999734,None,110.8163169999898,None,5.986979166666666,1.099747700005537,110.8163169999898,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,2,2,3,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,110.9668398400012,111.96673949999968,111.95024629999534,None,5.986979166666666,1.1335287000110839,111.95024629999534,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Brownie.jpg,0.2838924074864093,None,0,2,2,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,112.15024520998996,None,113.13407569998526,None,5.986979166666666,1.0290336000034586,113.13407569998526,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Pescadito.png,0.7172825011486081,None,0,2,2,3,0,4,4,29,,,,,,,,,,,,,,,,,,,,,,,113.20038336998842,114.20026780001353,114.20026780001353,None,5.986979166666666,1.007267699984368,114.20026780001353,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Banano.jpeg,0.2267656716538785,None,0,2,2,3,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,114.250085640006,None,115.23376189998817,None,5.973958333333334,1.1006200000119861,115.23376189998817,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Brocoli.jpg,0.24293074945529525,None,0,2,2,3,0,6,6,21,,,,,,,,,,,,,,,,,,,,,,,115.36650807000406,116.36649640000542,116.35010549999424,None,5.973958333333334,1.0639633999962825,116.35010549999424,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Alpinito.jpg,0.7416150880621702,None,0,2,2,3,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,116.48373471000524,None,117.46670099999756,None,5.986979166666666,1.0174199999892153,117.46670099999756,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Manzana.jpg,0.4048420327008191,None,0,2,2,3,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,117.53349514000584,None,118.51664720001281,None,5.986979166666666,1.1295889999892097,118.51664720001281,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Pandebono.png,0.8988574378129985,None,0,2,2,3,0,9,9,26,,,,,,,,,,,,,,,,,,,,,,,118.68324936999416,119.68477610000991,119.68477610000991,None,5.986979166666666,1.0721271999937017,119.68477610000991,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,2,2,3,0,10,10,4,,,,,,,,,,,,,,,,,,,,,,,119.8163557100139,None,120.80060809999122,None,5.973958333333334,1.084944699978223,120.80060809999122,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Canelazo.png,0.6730479360767814,None,0,2,2,3,0,11,11,22,,,,,,,,,,,,,,,,,,,,,,,120.96691997999442,121.9681556999858,121.9525527000078,None,5.973958333333334,1.082634499995038,121.9525527000078,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Coliflor.jpg,0.3640740491088985,None,0,2,2,3,0,12,12,24,,,,,,,,,,,,,,,,,,,,,,,122.06672077000549,123.06627790001221,123.06627790001221,None,5.973958333333334,1.124487199995201,123.06627790001221,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Chontaduro.png,0.8693553300418813,None,0,2,2,3,0,13,13,23,,,,,,,,,,,,,,,,,,,,,,,123.21614616998995,124.21682060000603,124.21682060000603,None,5.973958333333334,1.2110680000041611,124.21682060000603,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Papas picantes.jpg,0.524978898672612,None,0,2,2,3,0,14,14,27,,,,,,,,,,,,,,,,,,,,,,,124.45039767000999,125.45029639999848,125.4332812000066,None,5.973958333333334,1.1460905999992974,125.4332812000066,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Kiwi.jpg,0.3929145850942286,None,0,2,2,3,0,15,15,8,,,,,,,,,,,,,,,,,,,,,,,125.61699847001292,126.61662059999071,126.61662059999071,None,5.973958333333334,1.1585465999960434,126.61662059999071,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Croissant.jpg,0.5824748589948932,None,0,2,2,3,0,16,16,5,,,,,,,,,,,,,,,,,,,,,,,126.8169462400023,127.81676600000355,127.79985030001262,None,5.973958333333334,1.096482399996603,127.79985030001262,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,2,2,3,0,17,17,2,,,,,,,,,,,,,,,,,,,,,,,127.95002213999979,None,128.93396029999712,None,5.973958333333334,1.1500476999790408,128.93396029999712,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,2,2,3,0,18,18,13,,,,,,,,,,,,,,,,,,,,,,,129.1170113699947,130.11670589999994,130.11670589999994,None,5.973958333333334,1.054203800013056,130.11670589999994,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Uvas.jpg,0.4959291644143431,None,0,2,2,3,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,130.2169507400016,131.21658330000355,131.2004132999864,None,5.973958333333334,1.0303574000135995,131.2004132999864,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,2,2,3,0,20,20,14,,,,,,,,,,,,,,,,,,,,,,,131.26700506999913,None,132.25044179998804,None,5.973958333333334,1.161136400012765,132.25044179998804,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,2,2,3,0,21,21,17,,,,,,,,,,,,,,,,,,,,,,,132.4661171399988,None,133.45049829999334,None,5.973958333333334,1.0696670999750495,133.45049829999334,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Muffin de banano.png,0.9610615059009696,None,0,2,2,3,0,22,22,25,,,,,,,,,,,,,,,,,,,,,,,133.583697809992,None,134.56873420000193,None,5.973958333333334,1.1276785999943968,134.56873420000193,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Pepinillos.png,0.0038966441241518046,None,0,2,2,3,0,23,23,28,,,,,,,,,,,,,,,,,,,,,,,134.74951574000295,135.75037630001316,135.75037630001316,None,5.973958333333334,1.073540299985325,135.75037630001316,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Pizza.png,0.21192443516553439,None,0,2,2,3,0,24,24,31,,,,,,,,,,,,,,,,,,,,,,,135.86706083999013,None,136.83363859998644,None,5.973958333333334,1.136456599982921,136.83363859998644,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,2,2,3,0,25,25,9,,,,,,,,,,,,,,,,,,,,,,,137.0833653499867,138.0837831000099,138.0837831000099,None,5.973958333333334,1.0267723000142723,138.0837831000099,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Rollo de queso.png,0.9201641182756888,None,0,2,2,3,0,26,26,33,,,,,,,,,,,,,,,,,,,,,,,138.1501106399868,None,139.14990849999595,None,5.973958333333334,1.2432254000159446,139.14990849999595,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,2,2,3,0,27,27,15,,,,,,,,,,,,,,,,,,,,,,,139.4170617699885,140.4165379999904,140.4165379999904,None,5.973958333333334,1.1918473000114318,140.4165379999904,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Almojabanas.png,0.6725051200713246,None,0,2,2,3,0,28,28,20,,,,,,,,,,,,,,,,,,,,,,,140.65005023999254,141.6566698999959,141.6566698999959,None,5.973958333333334,1.12216639998951,141.6566698999959,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Pizzetas.png,0.3295951589873042,None,0,2,2,3,0,29,29,32,,,,,,,,,,,,,,,,,,,,,,,141.8169182399928,None,142.8003344000026,None,5.973958333333334,1.2504898999759462,142.8003344000026,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,2,2,3,0,30,30,12,,,,,,,,,,,,,,,,,,,,,,,143.0834033699968,144.08377699999255,144.06652640001266,None,5.973958333333334,1.0946638000023086,144.06652640001266,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,2,2,3,0,31,31,18,,,,,,,,,,,,,,,,,,,,,,,144.2166568400047,None,145.18482110000332,None,5.973958333333334,1.1356802999798674,145.18482110000332,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,2,2,3,0,32,32,6,,,,,,,,,,,,,,,,,,,,,,,145.38365313999236,None,146.3514690999873,None,5.973958333333334,1.0845108999928925,146.3514690999873,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/Popetas.jpg,0.9621625733302204,None,0,2,2,3,0,33,33,16,,,,,,,,,,,,,,,,,,,,,,,146.49981643999342,147.49990520000574,147.49990520000574,None,5.973958333333334,1.0881986999884248,147.49990520000574,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,2,2,3,0,34,34,35,,,,,,,,,,,,,,,,,,,,,,,147.6161469699902,148.61662439999054,148.6003340999887,None,5.973958333333334,1.149369899998419,148.6003340999887,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,imagenes/pistachos.jpg,0.7450869742741464,None,0,2,2,3,0,35,35,30,,,,,,,,,,,,,,,,,,,,,,,148.78336567001242,None,149.7667150000052,None,5.973958333333334,1.0634534999844618,149.7667150000052,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
1000,0.0,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,3,3,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,149.88336914001263,150.88344239999424,150.88344239999424,None,5.973958333333334,1.2380489000061061,150.88344239999424,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,3,3,0,0,1,1,28,,,,,,,,,,,,,,,,,,,,,,,151.16637173999914,152.16690690000542,152.15033050000784,None,5.973958333333334,1.1638024999992922,152.15033050000784,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,3,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,152.36689293999223,None,153.35033809999004,None,5.973958333333334,1.2337670999986585,153.35033809999004,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,3,3,0,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,153.6335495399893,None,154.61721940001007,None,5.973958333333334,1.3142537000239827,154.61721940001007,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,3,3,0,0,4,4,29,,,,,,,,,,,,,,,,,,,,,,,154.98371013999565,None,155.9663503000047,None,5.973958333333334,1.2496447000012267,155.9663503000047,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,3,3,0,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,156.3170115499961,157.3167078999977,157.30002789999708,None,5.973958333333334,1.248219400004018,157.30002789999708,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,3,3,0,0,6,6,19,,,,,,,,,,,,,,,,,,,,,,,157.60011783999505,158.60029949998716,158.58405179998954,None,5.973958333333334,1.2677001999982167,158.58405179998954,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,3,3,0,0,7,7,30,,,,,,,,,,,,,,,,,,,,,,,158.8833931699948,159.88326510001207,159.868510100001,None,5.973958333333334,1.2634659000032116,159.868510100001,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,3,3,0,0,8,8,33,,,,,,,,,,,,,,,,,,,,,,,160.18365614000356,161.1838209000125,161.1666336999915,None,5.973958333333334,1.2429084000177681,161.1666336999915,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,3,3,0,0,9,9,35,,,,,,,,,,,,,,,,,,,,,,,161.45051346998952,None,162.4339089000132,None,5.973958333333334,1.2820922000100836,162.4339089000132,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,3,3,0,0,10,10,24,,,,,,,,,,,,,,,,,,,,,,,162.7504996699892,None,163.75034480000613,None,5.973958333333334,1.2200564999948256,163.75034480000613,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,3,3,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,164.01708604000157,None,165.00036800000817,None,5.973958333333334,1.2671873999934178,165.00036800000817,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,3,3,0,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,165.31698243998687,166.3182792000007,166.30223030000343,None,5.973958333333334,1.162253199989209,166.30223030000343,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,3,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,166.5005506699992,167.50045479999972,167.50045479999972,None,5.973958333333334,1.2212989999970887,167.50045479999972,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,3,3,0,0,14,14,0,,,,,,,,,,,,,,,,,,,,,,,167.76701153998727,168.76666140000452,168.76666140000452,None,5.973958333333334,1.1570044000109192,168.76666140000452,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,3,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,168.9505075700028,169.95037850001245,169.95037850001245,None,5.973958333333334,1.3545863000035752,169.95037850001245,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Papas picantes.jpg,0.524978898672612,None,0,3,3,0,0,16,16,27,,,,,,,,,,,,,,,,,,,,,,,170.33329817001066,171.33369940001285,171.31666879999102,None,5.973958333333334,1.2618045000126585,171.31666879999102,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,3,3,0,0,17,17,34,,,,,,,,,,,,,,,,,,,,,,,171.63376154000287,172.63378619999276,172.6167820999981,None,5.973958333333334,1.2003300999931525,172.6167820999981,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,3,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,172.86706053998785,None,173.85037299999385,None,5.973958333333334,1.2857617999834474,173.85037299999385,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,3,3,0,0,19,19,14,,,,,,,,,,,,,,,,,,,,,,,174.16701047000532,175.16681490000337,175.16681490000337,None,5.973958333333334,1.2408350000041537,175.16681490000337,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Pizzetas.png,0.3295951589873042,None,0,3,3,0,0,20,20,32,,,,,,,,,,,,,,,,,,,,,,,175.450056439999,None,176.4341468999919,None,5.973958333333334,1.2005406999960542,176.4341468999919,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,3,3,0,0,21,21,16,,,,,,,,,,,,,,,,,,,,,,,176.69982690999458,177.70153309998568,177.70153309998568,None,5.973958333333334,1.2919616000144742,177.70153309998568,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,3,3,0,0,22,22,8,,,,,,,,,,,,,,,,,,,,,,,178.01708957000227,179.01662300000316,179.01662300000316,None,5.973958333333334,1.276076300011482,179.01662300000316,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,3,3,0,0,23,23,17,,,,,,,,,,,,,,,,,,,,,,,179.33314673998973,180.33373529999517,180.33373529999517,None,5.973958333333334,1.2433938999893144,180.33373529999517,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Brownie.jpg,0.2838924074864093,None,0,3,3,0,0,24,24,3,,,,,,,,,,,,,,,,,,,,,,,180.63368521000083,None,181.61656019999646,None,5.973958333333334,1.2784104000020307,181.61656019999646,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,3,3,0,0,25,25,1,,,,,,,,,,,,,,,,,,,,,,,181.95014124000443,None,182.9330576999928,None,5.973958333333334,1.3027500000025611,182.9330576999928,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Almojabanas.png,0.6725051200713246,None,0,3,3,0,0,26,26,20,,,,,,,,,,,,,,,,,,,,,,,183.28370874000245,184.28338820001227,184.28338820001227,None,5.973958333333334,1.2905751999933273,184.28338820001227,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Pizza.png,0.21192443516553439,None,0,3,3,0,0,27,27,31,,,,,,,,,,,,,,,,,,,,,,,184.60054936999512,185.60036000001128,185.60036000001128,None,5.973958333333334,1.2862270000041462,185.60036000001128,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,3,3,0,0,28,28,7,,,,,,,,,,,,,,,,,,,,,,,185.91638666999933,186.9166591000103,186.9166591000103,None,5.973958333333334,1.257460099994205,186.9166591000103,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Brocoli.jpg,0.24293074945529525,None,0,3,3,0,0,29,29,21,,,,,,,,,,,,,,,,,,,,,,,187.20046776999078,None,188.20021340000676,None,5.973958333333334,1.4435336000169627,188.20021340000676,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,3,3,0,0,30,30,25,,,,,,,,,,,,,,,,,,,,,,,188.68357823999247,189.68317030000617,189.66781210000045,None,5.973958333333334,1.328538000001572,189.66781210000045,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,3,3,0,0,31,31,12,,,,,,,,,,,,,,,,,,,,,,,190.0334691699856,191.03377599999658,191.03377599999658,None,5.973958333333334,1.2072155000059865,191.03377599999658,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,3,3,0,0,32,32,11,,,,,,,,,,,,,,,,,,,,,,,191.28375043999984,192.28357709999545,192.28357709999545,None,5.973958333333334,1.1943890000111423,192.28357709999545,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,3,3,0,0,33,33,22,,,,,,,,,,,,,,,,,,,,,,,192.55043958000604,193.55037959999754,193.53439670000807,None,5.973958333333334,1.1505023000063375,193.53439670000807,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,3,3,0,0,34,34,10,,,,,,,,,,,,,,,,,,,,,,,193.73359354001002,None,194.71687770000426,None,5.973958333333334,1.1845244000141975,194.71687770000426,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,3,3,0,0,35,35,23,,,,,,,,,,,,,,,,,,,,,,,194.93334217000228,195.93451570000616,195.93451570000616,None,5.973958333333334,1.1862038999970537,195.93451570000616,None,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
400,0.02,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_08_1844,piloto1,2020.2.5,59.91450201025426,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.15032650000649,None,204.84968919999665,None,210.2912054999906,None,215.0153439999849,None,224.43950790000963,None,224.43950790000963,None,233.4672295000055,None,,,,,,,
