Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mensaje_intro.started,mensaje_intro.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,textbox_prueba.started,textbox_prueba.stopped,sonido_prueba.started,sonido_prueba.stopped,image_prueba.started,image_prueba.stopped,slider_prueba.response,slider_prueba.rt,slider_prueba.started,slider_prueba.stopped,sonido_prueba_2.started,sonido_prueba_2.stopped,image_prueba_2.started,image_prueba_2.stopped,slider_prueba_2.response,slider_prueba_2.rt,slider_prueba_2.started,slider_prueba_2.stopped,textbox_prueba_2.started,textbox_prueba_2.stopped,sonido_exp.started,sonido_exp.stopped,image_exp.started,image_exp.stopped,slider_exp.response,slider_exp.rt,slider_exp.started,slider_exp.stopped,text_subasta1.started,text_subasta1.stopped,text_subasta2.started,text_subasta2.stopped,text.started,text.stopped,text_4.started,text_4.stopped,text_producto.started,text_producto.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
400,0.02,imagenes/Almojabanas.png,0.6725051200713246,None,0,1,1,0,0,34,34,20,,,,,,,,,,,,,,,,,,,,,,,,,112.92569449996807,113.9256391999661,113.9256391999661,None,1,1.3247270999709144,113.9256391999661,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
400,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,1,1,0,0,35,35,1,,,,,,,,,,,,,,,,,,,,,,,,,114.27602169993915,115.2760583999916,115.2760583999916,None,1,1.2254726000246592,115.2760583999916,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
400,0.02,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,2,2,2,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,115.52559709996567,116.5256081999978,116.5256081999978,None,1,1.788180299976375,116.5256081999978,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,2,2,2,0,1,1,35,,,,,,,,,,,,,,,,,,,,,,,,,117.34232659998233,118.34191399998963,118.32559989998117,None,1,1.1469507000292651,118.32559989998117,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Pizzetas.png,0.3295951589873042,None,0,2,2,2,0,2,2,32,,,,,,,,,,,,,,,,,,,,,,,,,118.52555649994173,119.52577659999952,119.50902029999997,None,1,1.1642845000023954,119.50902029999997,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,2,2,2,0,3,3,25,,,,,,,,,,,,,,,,,,,,,,,,,119.74212709998828,120.74196039995877,120.74196039995877,None,1,1.2033180999569595,120.74196039995877,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,2,2,2,0,4,4,33,,,,,,,,,,,,,,,,,,,,,,,,,120.99256499995244,121.9920570999966,121.97530129994266,None,1,1.3796813999651931,121.97530129994266,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,2,2,2,0,5,5,23,,,,,,,,,,,,,,,,,,,,,,,,,122.39196159998536,123.39195849996759,123.39195849996759,None,1,1.4706018000142649,123.39195849996759,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,2,2,2,0,6,6,26,,,,,,,,,,,,,,,,,,,,,,,,,123.90868589996825,None,124.891891199979,None,1,1.1144979000091553,124.891891199979,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,125.04192559996736,126.04172809998272,126.04172809998272,None,1,1.1704937999602407,126.04172809998272,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Papas picantes.jpg,0.524978898672612,None,0,2,2,2,0,8,8,27,,,,,,,,,,,,,,,,,,,,,,,,,126.24180569993914,127.24243489996297,127.22520359995542,None,1,1.0287289000116289,127.22520359995542,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,2,2,2,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,127.30841949994209,None,128.29161969997222,None,1,1.2336451000301167,128.29161969997222,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,2,2,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,128.55823309998377,129.5581582999439,129.5581582999439,None,1,1.802954500017222,129.5581582999439,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,2,2,2,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,130.4584355999541,131.4581641999539,131.4581641999539,None,1,1.239752299967222,131.4581641999539,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,2,2,2,0,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,131.74157119995215,132.74184609996155,132.74184609996155,None,1,2.4405403999844566,132.74184609996155,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,2,2,2,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,134.2415251999453,135.24146129994188,135.24146129994188,None,1,1.490944999968633,135.24146129994188,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,2,2,2,0,14,14,17,,,,,,,,,,,,,,,,,,,,,,,,,135.77490659994072,136.77463089994853,136.75800819997676,None,1,1.264786199957598,136.75800819997676,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,2,2,2,0,15,15,22,,,,,,,,,,,,,,,,,,,,,,,,,137.09132519997073,138.09120809996966,138.0745107999537,None,1,1.314373400004115,138.0745107999537,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,2,2,2,0,16,16,5,,,,,,,,,,,,,,,,,,,,,,,,,138.44124059994937,139.44130489998497,139.42445439996663,None,1,1.7290491000167094,139.42445439996663,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,2,2,2,0,17,17,2,,,,,,,,,,,,,,,,,,,,,,,,,140.20765949994092,None,141.19107469997834,None,1,1.5322529999539256,141.19107469997834,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,2,2,2,0,18,18,34,,,,,,,,,,,,,,,,,,,,,,,,,141.774536399974,142.7746299999999,142.75760429998627,None,1,1.1836871999548748,142.75760429998627,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,2,2,2,0,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,143.00772239993674,None,143.97435679996852,None,1,1.3362569999881089,143.97435679996852,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,2,2,2,0,20,20,18,,,,,,,,,,,,,,,,,,,,,,,,,144.3577601999801,None,145.35767379996832,None,1,1.2917162000085227,145.35767379996832,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,2,2,2,0,21,21,29,,,,,,,,,,,,,,,,,,,,,,,,,145.6744233999576,146.67425669997465,146.67425669997465,None,1,1.122714500001166,146.67425669997465,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Almojabanas.png,0.6725051200713246,None,0,2,2,2,0,22,22,20,,,,,,,,,,,,,,,,,,,,,,,,,146.84097409998066,None,147.8242538999766,None,1,1.2152719000005163,147.8242538999766,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,2,2,2,0,23,23,14,,,,,,,,,,,,,,,,,,,,,,,,,148.0742406999867,149.0740960999974,149.0740960999974,None,1,1.422130900027696,149.0740960999974,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,2,2,2,0,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,149.5241077999759,150.5241750999703,150.5241750999703,None,1,1.2562502000364475,150.5241750999703,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,2,2,2,0,25,25,19,,,,,,,,,,,,,,,,,,,,,,,,,150.8239973999909,None,151.79084939998575,None,1,1.4367462000227533,151.79084939998575,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,2,2,2,0,26,26,1,,,,,,,,,,,,,,,,,,,,,,,,,152.27413139998097,153.27376409998396,153.27376409998396,None,1,1.5531551000312902,153.27376409998396,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,2,2,2,0,27,27,15,,,,,,,,,,,,,,,,,,,,,,,,,153.8572292999539,154.8572805999429,154.8572805999429,None,1,1.607986900024116,154.8572805999429,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,2,2,2,0,28,28,24,,,,,,,,,,,,,,,,,,,,,,,,,155.4904125999834,None,156.49048549996223,None,1,1.4887325000017881,156.49048549996223,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,2,2,2,0,29,29,13,,,,,,,,,,,,,,,,,,,,,,,,,157.0070139999676,158.006931299984,158.006931299984,None,1,1.2255741999833845,158.006931299984,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Brownie.jpg,0.2838924074864093,None,0,2,2,2,0,30,30,3,,,,,,,,,,,,,,,,,,,,,,,,,158.29032729995086,None,159.2735988999484,None,1,1.3484342999872752,159.2735988999484,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,2,2,2,0,31,31,28,,,,,,,,,,,,,,,,,,,,,,,,,159.67346409998135,160.67374499997823,160.67374499997823,None,1,1.3234121999703348,160.67374499997823,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Pizza.png,0.21192443516553439,None,0,2,2,2,0,32,32,31,,,,,,,,,,,,,,,,,,,,,,,,,161.02352859998936,None,162.02352709998377,None,1,1.259561799990479,162.02352709998377,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,2,2,2,0,33,33,4,,,,,,,,,,,,,,,,,,,,,,,,,162.32341599998762,163.32346649997635,163.32346649997635,None,1,1.404706300003454,163.32346649997635,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,2,2,2,0,34,34,30,,,,,,,,,,,,,,,,,,,,,,,,,163.75675439996994,None,164.74034229997778,None,1,1.3656698999693617,164.74034229997778,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,imagenes/Brocoli.jpg,0.24293074945529525,None,0,2,2,2,0,35,35,21,,,,,,,,,,,,,,,,,,,,,,,,,165.14012189994682,None,166.14004379999824,None,1,1.2426138000446372,166.14004379999824,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1000,0.02,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,3,3,1,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,166.4233239999623,167.42341419996228,167.42341419996228,None,1,1.1572996000177227,167.42341419996228,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,3,3,1,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,167.6231778999674,None,168.62321079999674,None,1,1.043241500039585,168.62321079999674,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,3,3,1,0,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,168.68992099997703,169.68988249998074,169.68988249998074,None,1,1.1924720000242814,169.68988249998074,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,3,3,1,0,3,3,26,,,,,,,,,,,,,,,,,,,,,,,,,169.92313749993917,170.92322069994407,170.90638760000002,None,1,1.181900699972175,170.90638760000002,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Pizzetas.png,0.3295951589873042,None,0,3,3,1,0,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,,171.13947239994303,172.13965409999946,172.12338569998974,None,1,1.3113056999864057,172.12338569998974,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,3,3,1,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,172.4732672999904,None,173.47312239999883,None,1,1.5751004999619909,173.47312239999883,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,3,3,1,0,6,6,25,,,,,,,,,,,,,,,,,,,,,,,,,174.10647839998708,None,175.08995949995006,None,1,1.382157699961681,175.08995949995006,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,3,3,1,0,7,7,30,,,,,,,,,,,,,,,,,,,,,,,,,175.50628789996844,None,176.48965909995604,None,1,1.4303565999725834,176.48965909995604,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Pizza.png,0.21192443516553439,None,0,3,3,1,0,8,8,31,,,,,,,,,,,,,,,,,,,,,,,,,176.95602949999156,177.95624609995866,177.95624609995866,None,1,1.238470199983567,177.95624609995866,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,3,3,1,0,9,9,28,,,,,,,,,,,,,,,,,,,,,,,,,178.2393589999876,179.23922549997224,179.22332469996763,None,1,1.478489000000991,179.22332469996763,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,3,3,1,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,179.75617789993993,None,180.74064949998865,None,1,1.264407399983611,180.74064949998865,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,3,3,1,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,181.10606349995942,None,182.089821499947,None,1,1.245022700051777,182.089821499947,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,3,3,1,0,12,12,4,,,,,,,,,,,,,,,,,,,,,,,,,182.38981149996397,183.38923779997276,183.38923779997276,None,1,1.25383940001484,183.38923779997276,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,3,3,1,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,183.70605239997965,184.70581449999008,184.70581449999008,None,1,1.1717038999777287,184.70581449999008,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,3,3,1,0,14,14,35,,,,,,,,,,,,,,,,,,,,,,,,,184.905915099947,None,185.88966049999,None,1,1.3812469999538735,185.88966049999,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,3,3,1,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,186.30605879995855,187.3058610999724,187.3058610999724,None,1,1.1910070000449196,187.3058610999724,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,3,3,1,0,16,16,8,,,,,,,,,,,,,,,,,,,,,,,,,187.522509099968,None,188.5056937999907,None,1,1.1628233999945223,188.5056937999907,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,3,3,1,0,17,17,16,,,,,,,,,,,,,,,,,,,,,,,,,188.73895689994677,None,189.72243989998242,None,1,1.1146035999991,189.72243989998242,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,3,3,1,0,18,18,23,,,,,,,,,,,,,,,,,,,,,,,,,189.87241259996662,190.87220799998613,190.87220799998613,None,1,1.1706576999858953,190.87220799998613,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,3,3,1,0,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,191.0889382999623,None,192.05548639997141,None,1,1.2032603000407107,192.05548639997141,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Almojabanas.png,0.6725051200713246,None,0,3,3,1,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,192.32216289999195,193.3222301999922,193.3222301999922,None,1,1.104097899980843,193.3222301999922,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,3,3,1,0,21,21,17,,,,,,,,,,,,,,,,,,,,,,,,,193.47193729998543,None,194.47184729995206,None,1,1.1749083999893628,194.47184729995206,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Brocoli.jpg,0.24293074945529525,None,0,3,3,1,0,22,22,21,,,,,,,,,,,,,,,,,,,,,,,,,194.67230989998788,195.6719202999957,195.65551889996277,None,1,1.1632136999978684,195.65551889996277,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Brownie.jpg,0.2838924074864093,None,0,3,3,1,0,23,23,3,,,,,,,,,,,,,,,,,,,,,,,,,195.88854509997762,196.88866529997904,196.8719296999625,None,1,1.113080599985551,196.8719296999625,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,3,3,1,0,24,24,33,,,,,,,,,,,,,,,,,,,,,,,,,197.0386245999718,None,198.03869699995266,None,1,1.142353200004436,198.03869699995266,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Papas picantes.jpg,0.524978898672612,None,0,3,3,1,0,25,25,27,,,,,,,,,,,,,,,,,,,,,,,,,198.20506919995532,None,199.1887446999899,None,1,1.1472485000267625,199.1887446999899,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,3,3,1,0,26,26,10,,,,,,,,,,,,,,,,,,,,,,,,,199.37178439995623,200.37179809994996,200.37179809994996,None,1,1.1205491999862716,200.37179809994996,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,3,3,1,0,27,27,6,,,,,,,,,,,,,,,,,,,,,,,,,200.5382429999765,None,201.5216690999805,None,1,1.0837485000374727,201.5216690999805,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,3,3,1,0,28,28,29,,,,,,,,,,,,,,,,,,,,,,,,,201.65519769995007,202.65514179994352,202.6385626999545,None,1,1.1147105999989435,202.6385626999545,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,3,3,1,0,29,29,18,,,,,,,,,,,,,,,,,,,,,,,,,202.78827989997225,203.78916919999756,203.78916919999756,None,1,1.1206764000235125,203.78916919999756,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,3,3,1,0,30,30,34,,,,,,,,,,,,,,,,,,,,,,,,,203.9383878999448,204.93827259994578,204.93827259994578,None,1,1.1409607999958098,204.93827259994578,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,3,3,1,0,31,31,24,,,,,,,,,,,,,,,,,,,,,,,,,205.1048479999823,206.10475029994268,206.10475029994268,None,1,1.0881142999860458,206.10475029994268,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,3,3,1,0,32,32,2,,,,,,,,,,,,,,,,,,,,,,,,,206.2548143999709,None,207.22143879998475,None,1,1.1032772000180557,207.22143879998475,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,3,3,1,0,33,33,12,,,,,,,,,,,,,,,,,,,,,,,,,207.3715668999881,208.37148479995085,208.37148479995085,None,1,1.1193410999840125,208.37148479995085,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,3,3,1,0,34,34,22,,,,,,,,,,,,,,,,,,,,,,,,,208.55486899996757,209.5545433999505,209.5378966999706,None,1,1.0937334999907762,209.5378966999706,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,3,3,1,0,35,35,7,,,,,,,,,,,,,,,,,,,,,,,,,209.68864979995413,None,210.67130069999257,None,1,1.11830169998575,210.67130069999257,None,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
1500,0.02,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,001,2021_Jan_08_2325,piloto1,2020.2.5,60.06272951688982,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.82162879995303,None,212.35505879996344,None,213.0237569999881,None,215.97740769997472,None,223.06781849998515,None,223.06781849998515,None,,,,,,,
